deviceID,datetime,pm25,pm10,aqi,co2,voc,temp,humidity,battery,viral_index
1202240008,19-04-2024 19:29,30,78,78,765,469,30.2,49,5,86
1201240074,19-04-2024 19:28,66,161,141,584,951,30.1,44,5,82
1202240012,19-04-2024 19:30,21,69,69,405,208,36.6,26,5,79
1202240010,19-04-2024 19:30,16,49,49,418,0,29,36,5,93
1201240075,19-04-2024 19:30,5,11,11,882,445,22.8,45,5,84
1201240078,19-04-2024 19:30,5,11,11,880,238,22.1,46,4,84
1202240026,19-04-2024 19:30,22,62,62,715,81,25.2,51,5,88
1202240025,19-04-2024 19:30,26,74,74,532,0,26.2,45,5,93
1201240077,19-04-2024 19:30,29,93,93,436,297,32.8,29,4,83
1201240072,19-04-2024 19:30,27,81,81,465,1068,33.4,29,5,83
1201240079,19-04-2024 19:30,17,44,44,1215,907,30.9,48,5,73
1201240085,19-04-2024 19:30,20,49,49,1429,1357,30.9,48,5,63
1201240076,19-04-2024 19:30,47,121,114,434,261,31.5,38,5,88
1212230160,19-04-2024 19:30,44,119,113,468,196,29.7,42,5,89
1202240009,19-04-2024 19:30,27,81,81,769,552,29.1,48,4,86
1202240008,19-04-2024 19:30,30,81,81,785,516,30.1,50,5,85
1201240074,19-04-2024 19:29,65,161,141,562,953,30.1,44,5,82
1202240028,19-04-2024 19:30,22,66,66,415,259,33.5,30,5,84
1202240012,19-04-2024 19:31,24,76,76,405,206,36.6,26,5,78
1202240010,19-04-2024 19:31,18,49,49,412,0,29,35,5,92
1201240075,19-04-2024 19:31,5,11,11,881,448,22.8,45,5,84
1201240078,19-04-2024 19:31,3,11,11,879,238,22,46,4,84
1202240026,19-04-2024 19:31,22,62,62,718,81,25.1,51,5,88
1202240025,19-04-2024 19:31,26,76,76,533,0,26.2,45,5,93
1201240077,19-04-2024 19:31,30,97,97,426,300,32.7,29,4,83
1201240072,19-04-2024 19:31,27,81,81,467,1084,33.3,29,5,83
1201240079,19-04-2024 19:31,16,44,44,1213,908,30.9,48,5,73
1201240085,19-04-2024 19:31,20,55,55,1419,1378,30.9,48,5,63
1201240076,19-04-2024 19:31,46,121,114,437,374,31.5,38,5,88
1212230160,19-04-2024 19:31,42,112,108,456,206,29.7,42,5,90
1202240009,19-04-2024 19:31,30,85,85,790,603,29.2,48,4,85
1202240008,19-04-2024 19:31,30,78,78,793,530,30.1,50,5,85
1201240074,19-04-2024 19:30,64,159,139,584,970,30.1,44,5,82
1202240028,19-04-2024 19:32,20,62,62,411,257,33.4,30,5,84
1202240012,19-04-2024 19:32,25,81,81,404,205,36.5,26,5,78
1202240010,19-04-2024 19:32,18,55,55,412,0,29,36,5,93
1201240075,19-04-2024 19:32,5,11,11,845,451,22.9,45,5,85
1201240078,19-04-2024 19:32,5,11,11,875,238,22.1,46,4,84
1202240026,19-04-2024 19:32,21,59,59,716,84,25.2,51,5,88
1202240025,19-04-2024 19:32,27,81,81,531,0,26.2,45,5,92
1201240077,19-04-2024 19:32,29,93,93,433,304,32.7,29,4,83
1201240079,19-04-2024 19:32,18,49,49,1201,898,30.9,47,5,73
1201240085,19-04-2024 19:32,20,55,55,1416,1295,30.8,48,5,63
1201240076,19-04-2024 19:32,44,116,111,440,408,31.5,38,5,89
1212230160,19-04-2024 19:32,41,109,106,455,226,29.7,42,5,90
1202240009,19-04-2024 19:32,28,81,81,803,626,29.2,48,4,85
1202240008,19-04-2024 19:32,29,78,78,795,522,30,50,5,85
1201240074,19-04-2024 19:31,63,159,139,588,968,30.1,44,5,82
1202240028,19-04-2024 19:33,21,64,64,408,261,33.4,30,5,84
1202240012,19-04-2024 19:33,24,74,74,405,207,36.6,26,5,78
1202240010,19-04-2024 19:33,16,49,49,413,0,28.9,36,5,93
1201240075,19-04-2024 19:33,5,11,11,875,460,22.9,45,5,84
1201240078,19-04-2024 19:33,5,11,11,875,232,22,46,4,84
1202240026,19-04-2024 19:33,21,59,59,715,82,25.2,51,5,88
1202240025,19-04-2024 19:33,26,74,74,530,0,26.1,45,5,93
1201240072,19-04-2024 19:33,27,81,81,467,1100,33.3,29,5,83
1201240079,19-04-2024 19:33,17,44,44,1188,896,30.9,47,5,74
1201240085,19-04-2024 19:33,23,64,64,1399,1313,30.9,48,5,64
1201240076,19-04-2024 19:33,42,112,108,440,547,31.5,38,5,90
1212230160,19-04-2024 19:33,41,107,105,447,260,29.7,42,5,90
1202240009,19-04-2024 19:33,29,83,83,813,651,29.2,48,4,84
1202240008,19-04-2024 19:33,30,81,81,797,673,30,51,5,85
1201240074,19-04-2024 19:32,62,159,139,588,962,30.1,44,5,83
1202240028,19-04-2024 19:34,22,66,66,409,264,33.4,30,5,84
1202240012,19-04-2024 19:34,23,71,71,402,204,36.6,26,5,79
1202240010,19-04-2024 19:34,18,55,55,412,0,28.9,36,5,93
1201240075,19-04-2024 19:34,5,11,11,877,460,22.9,45,5,84
1201240078,19-04-2024 19:34,5,11,11,871,239,22,46,4,84
1202240026,19-04-2024 19:34,22,62,62,716,76,25.2,51,5,88
1202240025,19-04-2024 19:34,26,74,74,530,0,26.2,45,5,93
1201240077,19-04-2024 19:33,29,93,93,434,317,32.7,29,4,83
1201240072,19-04-2024 19:34,27,81,81,472,1124,33.3,29,5,83
1201240079,19-04-2024 19:34,19,49,49,1175,883,30.9,47,5,74
1201240085,19-04-2024 19:34,22,64,64,1393,1313,30.8,48,5,64
1201240076,19-04-2024 19:34,45,116,111,440,454,31.5,38,5,89
1212230160,19-04-2024 19:34,43,116,111,446,285,29.7,42,5,90
1202240009,19-04-2024 19:34,29,81,81,820,730,29.2,48,4,84
1202240008,19-04-2024 19:34,30,83,83,802,804,30,51,5,85
1201240074,19-04-2024 19:33,61,157,138,590,956,30,44,5,83
1202240028,19-04-2024 19:35,21,66,66,422,261,33.4,30,5,84
1202240012,19-04-2024 19:35,24,74,74,414,210,36.6,26,5,78
1202240010,19-04-2024 19:35,16,49,49,415,0,29,36,5,93
1201240075,19-04-2024 19:35,5,11,11,848,440,22.9,45,5,85
1201240078,19-04-2024 19:35,5,16,16,872,231,21.9,46,4,84
1202240026,19-04-2024 19:35,22,64,64,710,81,25.2,51,5,88
1202240025,19-04-2024 19:35,26,76,76,532,0,26.1,45,5,93
1201240077,19-04-2024 19:34,29,90,90,435,321,32.7,29,4,83
1201240079,19-04-2024 19:35,19,49,49,1164,884,30.9,47,5,74
1201240085,19-04-2024 19:35,24,66,66,1384,1310,30.8,48,5,65
1201240076,19-04-2024 19:35,47,123,115,440,373,31.5,38,5,88
1212230160,19-04-2024 19:35,42,112,108,451,298,29.8,42,5,90
1202240009,19-04-2024 19:35,27,81,81,827,821,29.2,49,4,84
1202240008,19-04-2024 19:35,30,83,83,807,836,29.9,51,5,85
1201240074,19-04-2024 19:34,63,159,139,594,954,29.9,44,5,82
1202240028,19-04-2024 19:36,20,62,62,408,263,33.4,30,5,84
1202240012,19-04-2024 19:36,24,74,74,406,213,36.6,26,5,78
1202240010,19-04-2024 19:36,18,55,55,412,0,28.9,36,5,93
1201240075,19-04-2024 19:36,5,11,11,863,446,22.8,45,5,84
1201240078,19-04-2024 19:36,5,11,11,867,224,22,46,4,84
1202240026,19-04-2024 19:36,22,64,64,711,78,25.2,51,5,88
1202240025,19-04-2024 19:36,25,76,76,534,0,26.1,45,5,93
1201240077,19-04-2024 19:36,34,107,105,465,318,32.7,29,4,83
1201240072,19-04-2024 19:36,27,78,78,467,1108,33.3,29,5,83
1201240079,19-04-2024 19:36,19,49,49,1154,883,30.9,47,5,75
1201240085,19-04-2024 19:36,24,69,69,1373,1269,30.8,48,5,65
1201240076,19-04-2024 19:36,48,123,115,437,326,31.5,38,5,88
1212230160,19-04-2024 19:36,41,109,106,452,296,29.8,42,5,90
1202240009,19-04-2024 19:36,29,81,81,832,953,29.2,49,4,84
1202240008,19-04-2024 19:36,30,78,78,810,816,29.9,51,5,84
1201240074,19-04-2024 19:35,61,157,138,594,955,30,45,5,83
1202240028,19-04-2024 19:37,22,66,66,408,262,33.4,30,5,84
1202240012,19-04-2024 19:37,24,78,78,406,220,36.6,26,5,78
1202240010,19-04-2024 19:37,18,59,59,415,0,28.9,36,5,93
1201240078,19-04-2024 19:37,5,11,11,866,236,21.9,46,4,84
1202240026,19-04-2024 19:37,22,64,64,707,83,25.2,51,5,88
1202240025,19-04-2024 19:37,26,76,76,537,0,26.1,45,5,92
1201240077,19-04-2024 19:37,34,104,103,460,310,32.7,29,4,83
1201240072,19-04-2024 19:37,28,85,85,469,1096,33.3,29,5,83
1201240079,19-04-2024 19:37,19,49,49,1149,875,30.9,47,5,75
1201240085,19-04-2024 19:37,22,62,62,1361,1245,30.8,48,5,66
1201240076,19-04-2024 19:37,49,128,119,434,338,31.5,38,5,87
1212230160,19-04-2024 19:37,44,116,111,450,289,29.8,42,5,89
1202240009,19-04-2024 19:37,29,83,83,839,998,29.3,49,4,84
1202240008,19-04-2024 19:37,28,78,78,816,798,29.9,51,5,85
1201240074,19-04-2024 19:36,60,156,137,592,954,30,45,5,83
1202240028,19-04-2024 19:38,22,66,66,405,218,33.4,30,5,84
1202240012,19-04-2024 19:38,24,76,76,405,209,36.6,26,5,78
1202240010,19-04-2024 19:38,18,55,55,417,0,29,36,5,93
1201240075,19-04-2024 19:38,5,11,11,876,450,22.9,45,5,84
1201240078,19-04-2024 19:38,5,11,11,865,233,21.9,46,4,84
1202240026,19-04-2024 19:38,22,62,62,710,86,25.2,51,5,88
1202240025,19-04-2024 19:38,25,71,71,536,0,26.1,45,5,93
1201240077,19-04-2024 19:38,37,112,108,461,329,32.7,29,4,82
1201240079,19-04-2024 19:38,18,49,49,1142,872,30.8,47,5,75
1201240085,19-04-2024 19:38,22,62,62,1345,1246,30.8,48,5,67
1201240076,19-04-2024 19:38,56,147,131,432,302,31.5,38,5,85
1212230160,19-04-2024 19:38,45,121,114,468,298,29.8,42,5,89
1202240009,19-04-2024 19:38,29,83,83,841,1004,29.3,49,4,84
1202240008,19-04-2024 19:38,28,78,78,819,787,29.9,51,5,84
1201240074,19-04-2024 19:37,58,153,135,592,925,29.9,45,5,83
1202240028,19-04-2024 19:39,21,64,64,407,213,33.5,30,5,84
1202240012,19-04-2024 19:39,23,71,71,405,217,36.6,26,5,79
1202240010,19-04-2024 19:39,16,49,49,414,0,28.9,36,5,93
1201240075,19-04-2024 19:39,5,11,11,872,433,22.8,45,5,84
1201240078,19-04-2024 19:39,5,11,11,866,240,21.9,46,4,84
1202240026,19-04-2024 19:39,22,64,64,706,86,25.2,51,5,88
1202240025,19-04-2024 19:39,26,76,76,535,0,26.1,45,5,93
1201240072,19-04-2024 19:39,29,85,85,469,1425,33.3,29,5,83
1201240079,19-04-2024 19:39,21,57,57,1144,1036,30.9,47,5,75
1201240085,19-04-2024 19:39,22,62,62,1333,1239,30.8,48,5,68
1201240076,19-04-2024 19:39,59,152,135,427,295,31.5,37,5,84
1212230160,19-04-2024 19:39,47,123,115,483,305,29.8,42,5,88
1202240009,19-04-2024 19:39,28,81,81,847,1006,29.3,49,4,84
1202240008,19-04-2024 19:39,30,83,83,819,775,29.9,51,5,84
1201240074,19-04-2024 19:38,57,153,135,592,931,29.9,45,5,84
1202240028,19-04-2024 19:40,21,62,62,404,211,33.4,30,5,84
1202240012,19-04-2024 19:40,24,74,74,406,221,36.5,26,5,78
1202240010,19-04-2024 19:40,18,55,55,415,0,28.9,36,5,93
1201240075,19-04-2024 19:40,5,11,11,869,430,22.8,45,5,84
1201240078,19-04-2024 19:40,5,16,16,865,230,21.8,46,4,84
1202240026,19-04-2024 19:40,22,62,62,720,85,25.3,51,5,88
1202240025,19-04-2024 19:40,25,74,74,537,0,26.1,45,5,93
1201240077,19-04-2024 19:39,34,104,103,463,347,32.7,30,4,83
1201240072,19-04-2024 19:40,28,83,83,470,1454,33.3,29,5,83
1201240079,19-04-2024 19:40,21,57,57,1146,1013,30.9,47,5,75
1201240085,19-04-2024 19:40,22,62,62,1323,1228,30.8,48,5,68
1201240076,19-04-2024 19:40,58,150,133,426,314,31.5,37,5,84
1212230160,19-04-2024 19:40,48,128,119,502,296,29.9,42,5,88
1202240009,19-04-2024 19:40,27,78,78,849,1000,29.4,49,4,84
1202240008,19-04-2024 19:40,30,81,81,823,751,29.9,51,5,84
1201240074,19-04-2024 19:39,56,152,135,593,910,29.9,45,5,84
1202240028,19-04-2024 19:41,20,59,59,412,212,33.4,30,5,84
1202240012,19-04-2024 19:41,25,76,76,405,215,36.5,26,5,78
1202240010,19-04-2024 19:41,18,49,49,415,0,28.9,36,5,93
1201240075,19-04-2024 19:41,5,11,11,866,430,22.9,45,5,84
1201240078,19-04-2024 19:41,5,11,11,862,227,21.8,46,4,84
1202240026,19-04-2024 19:41,22,62,62,713,91,25.3,51,5,88
1202240025,19-04-2024 19:41,26,74,74,535,0,26.1,45,5,93
1201240077,19-04-2024 19:40,34,109,106,466,367,32.7,30,4,83
1201240072,19-04-2024 19:41,28,85,85,471,1443,33.3,29,5,83
1201240079,19-04-2024 19:41,21,57,57,1146,1011,30.9,47,5,75
1201240085,19-04-2024 19:41,23,64,64,1318,1238,30.7,48,5,68
1201240076,19-04-2024 19:41,56,147,131,427,289,31.5,37,5,85
1212230160,19-04-2024 19:41,46,121,114,501,294,29.9,42,5,88
1202240009,19-04-2024 19:41,27,81,81,849,999,29.3,49,4,84
1202240008,19-04-2024 19:41,27,78,78,821,736,29.8,51,5,84
1201240074,19-04-2024 19:40,55,151,134,595,922,29.9,45,5,84
1202240028,19-04-2024 19:42,21,64,64,412,214,33.4,30,5,84
1202240012,19-04-2024 19:42,25,74,74,405,210,36.5,26,5,78
1202240010,19-04-2024 19:42,18,55,55,415,0,29,36,5,93
1201240075,19-04-2024 19:42,5,11,11,865,422,22.9,45,5,84
1201240078,19-04-2024 19:42,5,11,11,862,227,21.8,46,4,84
1202240026,19-04-2024 19:42,22,62,62,711,86,25.3,51,5,88
1202240025,19-04-2024 19:42,24,71,71,535,0,26.1,45,5,93
1201240077,19-04-2024 19:41,32,100,100,465,371,32.7,30,4,83
1201240072,19-04-2024 19:42,29,85,85,471,1391,33.3,29,5,83
1201240079,19-04-2024 19:42,21,57,57,1147,991,30.9,47,5,75
1201240085,19-04-2024 19:42,23,64,64,1306,1188,30.7,48,5,69
1201240076,19-04-2024 19:42,55,145,130,430,267,31.5,37,5,85
1212230160,19-04-2024 19:42,49,131,121,501,293,30,42,5,87
1202240009,19-04-2024 19:42,29,81,81,849,991,29.4,49,4,83
1202240008,19-04-2024 19:42,28,78,78,821,724,29.8,51,5,84
1201240074,19-04-2024 19:42,56,152,135,596,928,29.9,45,5,84
1202240028,19-04-2024 19:43,22,69,69,412,207,33.4,30,5,84
1202240012,19-04-2024 19:43,25,76,76,405,222,36.5,26,5,78
1202240010,19-04-2024 19:43,18,55,55,414,0,28.9,36,5,93
1201240075,19-04-2024 19:43,5,11,11,861,442,22.9,45,5,84
1201240078,19-04-2024 19:43,5,16,16,862,229,21.8,46,4,84
1202240026,19-04-2024 19:43,22,62,62,703,92,25.3,51,5,88
1202240025,19-04-2024 19:43,24,69,69,535,0,26.1,45,5,93
1201240077,19-04-2024 19:43,52,152,135,539,544,32.7,32,4,82
1201240072,19-04-2024 19:43,29,88,88,470,1372,33.3,29,5,83
1201240079,19-04-2024 19:43,21,57,57,1140,1001,30.9,47,5,75
1201240085,19-04-2024 19:43,23,62,62,1295,1218,30.8,47,5,69
1201240076,19-04-2024 19:43,54,138,125,435,231,31.6,37,5,86
1212230160,19-04-2024 19:43,47,126,117,496,286,30,41,5,88
1202240009,19-04-2024 19:43,27,78,78,848,954,29.4,49,4,84
1202240008,19-04-2024 19:43,28,78,78,819,735,29.9,51,5,84
1201240074,19-04-2024 19:43,55,150,133,596,912,29.9,45,5,84
1202240028,19-04-2024 19:44,22,69,69,404,211,33.4,30,5,84
1202240012,19-04-2024 19:44,26,81,81,405,222,36.6,26,5,78
1202240010,19-04-2024 19:44,18,55,55,415,0,28.9,36,5,93
1201240075,19-04-2024 19:44,5,11,11,858,430,22.8,45,5,84
1201240078,19-04-2024 19:44,5,11,11,861,234,21.8,47,4,84
1202240026,19-04-2024 19:44,22,64,64,705,93,25.3,51,5,88
1202240025,19-04-2024 19:44,25,71,71,535,0,26.1,45,5,93
1201240077,19-04-2024 19:44,41,126,117,541,442,32.6,30,4,81
1201240079,19-04-2024 19:44,20,55,55,1136,965,30.9,47,5,75
1201240085,19-04-2024 19:44,23,62,62,1289,1197,30.7,48,5,70
1201240076,19-04-2024 19:44,55,142,128,435,256,31.6,37,5,85
1212230160,19-04-2024 19:44,48,128,119,491,276,30,41,5,88
1202240009,19-04-2024 19:44,26,74,74,847,950,29.4,49,4,84
1202240008,19-04-2024 19:44,28,78,78,817,737,29.8,51,5,84
1201240074,19-04-2024 19:44,52,145,130,596,901,29.9,45,5,85
1202240028,19-04-2024 19:45,23,71,71,399,210,33.4,30,5,84
1202240012,19-04-2024 19:45,26,78,78,405,221,36.6,26,5,78
1202240010,19-04-2024 19:45,18,55,55,415,0,28.9,36,5,93
1201240075,19-04-2024 19:45,5,11,11,854,442,22.9,45,5,84
1201240078,19-04-2024 19:45,5,11,11,857,226,21.8,47,4,84
1202240026,19-04-2024 19:45,22,62,62,705,93,25.3,51,5,88
1202240025,19-04-2024 19:45,25,71,71,533,0,26.1,45,5,93
1201240077,19-04-2024 19:45,41,126,117,491,426,32.6,30,4,82
1201240072,19-04-2024 19:45,28,83,83,470,1297,33.2,29,5,83
1201240079,19-04-2024 19:45,20,57,57,1134,957,30.8,47,5,76
1201240085,19-04-2024 19:45,21,57,57,1280,1170,30.7,47,5,70
1201240076,19-04-2024 19:45,53,135,123,434,268,31.5,37,5,86
1212230160,19-04-2024 19:45,47,123,115,488,258,30,41,5,88
1202240009,19-04-2024 19:45,29,81,81,850,948,29.4,49,4,83
1202240008,19-04-2024 19:45,28,78,78,816,723,29.8,51,5,85
1201240074,19-04-2024 19:45,54,150,133,595,913,29.9,45,5,84
1202240028,19-04-2024 19:46,22,66,66,411,214,33.4,30,5,84
1202240012,19-04-2024 19:46,26,76,76,405,219,36.5,26,5,78
1202240010,19-04-2024 19:46,18,49,49,415,0,28.9,36,5,93
1201240075,19-04-2024 19:46,5,11,11,854,431,22.9,45,5,84
1201240078,19-04-2024 19:46,5,11,11,857,225,21.8,47,4,84
1202240026,19-04-2024 19:46,21,62,62,705,88,25.3,51,5,88
1202240025,19-04-2024 19:46,25,71,71,532,0,26.1,45,5,93
1201240077,19-04-2024 19:46,34,107,105,492,396,32.6,30,4,83
1201240072,19-04-2024 19:46,28,83,83,470,1317,33.2,29,5,83
1201240079,19-04-2024 19:46,20,55,55,1128,951,30.9,46,5,76
1201240085,19-04-2024 19:46,23,64,64,1275,1185,30.7,48,5,70
1201240076,19-04-2024 19:46,55,142,128,438,245,31.6,37,5,85
1212230160,19-04-2024 19:46,48,126,117,481,257,30,41,5,88
1202240009,19-04-2024 19:46,27,81,81,855,956,29.4,49,4,84
1202240008,19-04-2024 19:46,28,78,78,819,919,29.8,51,5,84
1201240074,19-04-2024 19:46,52,145,130,597,889,29.9,45,5,85
1202240028,19-04-2024 19:47,22,66,66,408,217,33.4,30,5,84
1202240012,19-04-2024 19:47,26,81,81,405,228,36.5,26,5,78
1202240010,19-04-2024 19:47,18,49,49,415,0,28.9,36,5,93
1201240075,19-04-2024 19:47,4,11,11,854,440,22.8,45,5,84
1201240078,19-04-2024 19:47,5,11,11,857,232,21.8,47,4,84
1202240026,19-04-2024 19:47,23,64,64,705,92,25.3,51,5,88
1202240025,19-04-2024 19:47,26,76,76,535,0,26.1,45,5,93
1201240077,19-04-2024 19:47,34,107,105,484,394,32.6,30,4,83
1201240072,19-04-2024 19:47,31,95,95,473,1300,33.3,29,5,83
1201240079,19-04-2024 19:47,20,55,55,1110,931,30.9,46,5,76
1201240085,19-04-2024 19:47,22,62,62,1266,1151,30.7,47,5,71
1201240076,19-04-2024 19:47,55,140,127,442,238,31.6,37,5,85
1212230160,19-04-2024 19:47,48,131,121,476,251,30,41,5,88
1202240009,19-04-2024 19:47,27,81,81,855,1061,29.3,49,4,84
1202240008,19-04-2024 19:47,28,78,78,819,865,29.8,51,5,84
1201240074,19-04-2024 19:47,51,142,128,595,892,29.9,45,5,85
1202240028,19-04-2024 19:48,21,64,64,406,214,33.4,30,5,84
1202240012,19-04-2024 19:48,26,81,81,406,232,36.5,26,5,78
1202240010,19-04-2024 19:48,18,55,55,415,0,28.9,36,5,93
1201240075,19-04-2024 19:48,5,11,11,855,450,22.8,45,5,84
1201240078,19-04-2024 19:48,5,11,11,855,236,21.7,47,4,84
1202240026,19-04-2024 19:48,22,64,64,703,97,25.3,51,5,88
1202240025,19-04-2024 19:48,25,71,71,537,0,26.1,45,5,93
1201240077,19-04-2024 19:48,34,107,105,476,384,32.7,30,4,83
1201240079,19-04-2024 19:48,20,55,55,1110,942,30.8,46,5,76
1201240085,19-04-2024 19:48,24,64,64,1225,1107,30.7,47,5,72
1201240076,19-04-2024 19:48,58,150,133,443,253,31.6,37,5,84
1212230160,19-04-2024 19:48,49,131,121,467,249,30,41,5,88
1202240009,19-04-2024 19:48,29,83,83,856,1080,29.3,49,4,83
1202240008,19-04-2024 19:48,27,76,76,819,846,29.8,51,5,85
1201240074,19-04-2024 19:48,50,138,125,598,893,29.9,45,5,85
1202240028,19-04-2024 19:49,20,59,59,406,212,33.4,30,5,84
1202240012,19-04-2024 19:49,26,81,81,405,232,36.5,26,5,78
1202240010,19-04-2024 19:49,18,49,49,415,0,28.9,36,5,93
1201240075,19-04-2024 19:49,5,11,11,855,439,22.8,45,5,84
1201240078,19-04-2024 19:49,5,11,11,852,229,21.7,47,4,84
1202240026,19-04-2024 19:49,22,62,62,705,97,25.3,51,5,88
1202240025,19-04-2024 19:49,25,71,71,536,0,26.1,45,5,93
1201240077,19-04-2024 19:49,34,104,103,466,360,32.6,30,4,83
1201240072,19-04-2024 19:48,45,133,122,476,1257,33.2,29,5,81
1201240079,19-04-2024 19:49,20,55,55,1115,955,30.9,46,5,76
1201240085,19-04-2024 19:49,25,66,66,1162,1061,30.7,47,5,74
1201240076,19-04-2024 19:49,58,150,133,441,229,31.6,37,5,84
1212230160,19-04-2024 19:49,49,133,122,472,247,30,41,5,88
1202240009,19-04-2024 19:49,27,81,81,851,1073,29.3,49,4,84
1202240008,19-04-2024 19:49,28,78,78,818,827,29.8,51,5,84
1201240074,19-04-2024 19:49,51,140,127,599,900,29.8,45,5,85
1202240028,19-04-2024 19:50,21,64,64,405,208,33.4,30,5,84
1202240012,19-04-2024 19:50,25,78,78,405,225,36.5,26,5,78
1202240010,19-04-2024 19:50,18,49,49,415,0,28.9,36,5,93
1201240075,19-04-2024 19:50,5,11,11,852,433,22.8,45,5,84
1201240078,19-04-2024 19:50,5,11,11,852,229,21.7,47,4,84
1202240026,19-04-2024 19:50,23,64,64,699,100,25.3,52,5,88
1202240025,19-04-2024 19:50,24,71,71,536,0,26.2,45,5,93
1201240077,19-04-2024 19:50,34,104,103,461,347,32.6,29,4,83
1201240072,19-04-2024 19:50,41,116,111,483,1268,33.2,29,5,82
1201240079,19-04-2024 19:50,21,57,57,1114,948,30.9,46,5,76
1201240085,19-04-2024 19:50,23,64,64,1148,1056,30.7,47,5,75
1201240076,19-04-2024 19:50,64,157,138,440,246,31.5,37,5,83
1212230160,19-04-2024 19:50,53,142,128,470,249,30,41,5,86
1202240009,19-04-2024 19:50,27,76,76,857,1088,29.2,49,4,83
1202240008,19-04-2024 19:50,27,76,76,820,828,29.8,51,5,85
1202240028,19-04-2024 19:51,21,64,64,405,215,33.4,30,5,84
1202240012,19-04-2024 19:51,26,81,81,405,237,36.5,26,5,78
1202240010,19-04-2024 19:51,18,49,49,415,0,28.9,36,5,93
1201240075,19-04-2024 19:51,5,11,11,846,426,22.8,45,5,85
1201240078,19-04-2024 19:51,5,11,11,851,226,21.7,47,4,84
1202240026,19-04-2024 19:51,22,62,62,700,101,25.4,52,5,88
1202240025,19-04-2024 19:51,24,69,69,536,0,26.1,45,5,93
1201240077,19-04-2024 19:51,35,104,103,458,352,32.6,29,4,83
1201240072,19-04-2024 19:51,40,109,106,494,1232,33.2,30,5,82
1201240079,19-04-2024 19:51,21,57,57,1111,928,30.9,46,5,76
1201240085,19-04-2024 19:51,24,64,64,1143,1047,30.8,47,5,75
1201240076,19-04-2024 19:51,63,155,137,440,263,31.5,37,5,83
1212230160,19-04-2024 19:51,53,140,127,472,241,30,41,5,86
1202240009,19-04-2024 19:51,27,76,76,863,1089,29,50,4,83
1202240008,19-04-2024 19:51,28,78,78,817,812,29.7,52,5,84
1201240074,19-04-2024 19:50,49,135,123,597,898,29.8,45,5,86
1202240028,19-04-2024 19:52,22,64,64,410,210,33.4,30,5,84
1202240012,19-04-2024 19:52,25,74,74,407,239,36.5,27,5,80
1202240010,19-04-2024 19:52,18,55,55,417,0,28.9,36,5,93
1201240075,19-04-2024 19:52,5,11,11,845,421,22.8,45,5,85
1201240078,19-04-2024 19:52,5,11,11,845,225,21.7,47,4,85
1202240026,19-04-2024 19:52,23,66,66,702,96,25.2,52,5,88
1202240025,19-04-2024 19:52,25,71,71,531,0,26.2,45,5,93
1201240077,19-04-2024 19:52,34,100,100,455,343,32.6,29,4,83
1201240072,19-04-2024 19:52,41,112,108,492,1258,33.2,30,5,82
1201240079,19-04-2024 19:52,17,44,44,1100,919,30.9,46,5,77
1201240085,19-04-2024 19:52,23,62,62,1138,1049,30.8,47,5,75
1201240076,19-04-2024 19:52,59,151,134,440,244,31.5,37,5,84
1212230160,19-04-2024 19:52,53,140,127,467,245,30,41,5,86
1202240009,19-04-2024 19:52,26,76,76,866,1072,29,50,4,83
1202240008,19-04-2024 19:52,27,74,74,820,787,29.8,51,5,85
1201240074,19-04-2024 19:51,48,133,122,597,872,29.8,45,5,86
1202240028,19-04-2024 19:53,20,62,62,426,216,33.4,30,5,84
1202240012,19-04-2024 19:53,25,78,78,405,236,36.5,27,5,80
1202240010,19-04-2024 19:53,18,55,55,415,0,28.8,36,5,93
1201240075,19-04-2024 19:53,12,55,55,847,435,22.8,45,5,85
1201240078,19-04-2024 19:53,5,11,11,845,230,21.7,47,4,85
